site,year,month,day,replicate,species,stage,length,comments,entered,checked
SSP,2019,7,30,1,SHPE,2,142,,KB,TF
PBA,2019,7,31,2,BAPI,3,142,,TF,KB
KIS2,2019,8,1,1,BAPI,3,142,,KB,KB
FAN1,2019,8,3,1,CRGU,3,142,,KB,TF
FAN1,2019,8,3,2,CRGU,3,142,,KB,TF
FAN1,2019,8,3,2,CRGU,3,142,,KB,TF
HDO,2020,7,19,1,BAPI,3,142,,CP,
HDO,2020,7,19,1,LING,3,142,,CP,
SSP,2020,7,20,1,CORO,1,142,,AO,
KOE1,2020,7,23,1,STSC,3,142,,ZM,
KIS2,2020,7,24,1,CRGU,3,142,,ZM,CP
KIS2,2020,7,24,2,CRGU,3,142,,ZM,CP
FAN3,2020,7,25,1,SHPE,2,142,,AO,CP
FAN3,2020,7,25,2,LING,1,142,,AO,CP
HDO,2021,7,8,2,BAPI,2,142,,CP,RO
PBA,2021,7,10,1,SHPE,2,142,,ZM,RO
PBA,2021,7,10,2,WHGR,1,142,,ZM,RO
GOG1,2021,7,13,1,SHPE,2,142,,KB,CP
FAN1,2021,7,14,2,CRGU,3,142,,RO,CP
FAN1,2021,7,14,2,CRGU,3,142,,RO,CP
FAN3,2021,7,14,2,CRGU,3,142,,CP,RO
hab1,2014,6,12,1,bapi,3,141,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,141,,carolyn,midoli
sni1,2014,7,14,1,bapi,3,141,,midoli,ben
gog1,2014,7,26,2,crgu,3,141,,midoli/carolyn,ben
fan3,2014,7,27,1,crgu,3,141,,midoli/carolyn,ben
kis6,2014,7,28,1,shpe,2,141,,,ben
ssp,2014,8,14,1,enso,3,141,,ben,carolyn
hdo,2014,9,7,1,stsc,3,141,,carolyn,midoli
pba,2015,5,20,2,crgu,3,141,,midoli/zach,zach
pba,2015,5,20,2,tube,2,141,,midoli/zach,zach
hdo,2015,6,2,1,stsc,2,141,,ben,midoli
cas1,2015,6,15,1,tube,2,141,,zach,ben
cas1,2015,6,15,2,coho,1,141,,zach,ben
nam1,2015,6,16,1,bapi,2,141,,zach,ben
nam2,2015,6,16,1,bapi,2,141,,zach,ben
kis10,2015,6,17,2,enso,3,141,,,ben
fei10,2015,6,18,2,bapi,2,141,,,ben
fei10,2015,6,18,2,bapi,2,141,,,ben
fei10,2015,6,18,2,bapi,2,141,,,ben
wfb,2015,7,28,1,stsc,3,141,,ben,zach
pba,2015,7,30,2,pasa,3,141,,zach,ben
koe3,2015,7,31,2,stsc,3,141,,zach,kaia
koe1,2015,7,31,1,stsc,3,141,,zach,kaia
ris6,2015,8,17,1,enso,3,141,,midoli,midoli
chp,2016,4,8,1,tube,2,141,GRAVID,zach,midoli
pba,2016,5,9,2,pasa,3,141,,zach,kaia
ppo,2016,5,9,1,bapi,3,141,,zach,kaia
ppo,2016,6,3,2,bapi,3,141,,kaia,midoli
pba,2016,6,5,1,herr,3,141,,midoli,midoli
wfb,2016,6,6,1,stsc,3,141,,midoli,kaia
wfb,2016,7,4,1,stsc,3,141,,kaia,midoli
kis1,2016,7,21,2,crgu,3,141,,kaia,midoli
fei4,2016,7,25,1,stsc,3,141,,kaia,midoli
hdo,2016,8,4,1,pasa,3,141,,kaia,midoli
ppo,2016,11,15,1,tube,2,141,,gsb,ben
ppo,2016,11,15,1,tube,2,141,,gsb,ben
pba,2016,11,17,1,shpe,2,141,,ben,
ppo,2017,5,24,1,bapi,3,141,,ang,kdb
hdo,2017,5,25,1,bapi,3,141,,gsb,kdb
pba,2017,6,11,2,bapi,3,141,,tyrel,
sni2,2017,7,23,1,sand,3,141,,jg,kaia
kis2,2017,7,24,2,crgu,3,141,,jg,kaia
chp,2017,8,24,1,shpe,2,141,,kaia,bmm
hdo,2018,5,30,1,bapi,3,141,,,
hdo,2018,5,30,1,bapi,3,141,,,
ssp,2018,5,31,1,shpe,3,141,,,
pba,2018,7,10,1,shpe,2,141,,CP,
pba,2018,7,10,2,whgr,3,141,,KB,
hdo,2018,7,11,1,shpe,2,141,,kb,
hdo,2018,7,11,1,bapi,3,141,,kb,
ppo,2018,7,11,1,ling,3,141,,cp,
FAN3,2018,7,15,1,LING,3,141,,CP,
wfb,2018,8,24,1,stfl,3,141,,,
wfb,2018,8,24,1,stsc,3,141,,,
wfb,2018,8,24,1,stsc,3,141,,,
wfb,2018,8,24,1,stsc,3,141,,,
wfb,2018,8,24,1,stsc,3,141,,,
WFB,2019,7,30,1,STSC,3,141,,KB,TF
SSP,2019,7,30,1,SHPE,2,141,,KB,TF
SSP,2019,7,30,1,SHPE,2,141,,KB,TF
SSP,2019,7,30,1,SHPE,2,141,,KB,TF
FAN1,2019,8,3,1,CRGU,3,141,,KB,TF
FAN1,2019,8,3,1,CRGU,3,141,,KB,TF
FAN1,2019,8,3,1,CRGU,3,141,,KB,TF
FAN3,2019,8,3,1,CRGU,3,141,,KB,TF
FAN3,2019,8,3,1,CRGU,3,141,,KB,TF
KOE1,2019,8,4,1,STSC,3,141,,TF,KB
CHP,2020,7,19,2,TUBE,2,141,,CP,ZM
KIS1,2020,7,24,2,BLRO,1,141,,ZM,CP
KIS1,2020,7,24,2,BLRO,1,141,,ZM,CP
KIS1,2020,7,24,2,COSO,3,141,,ZM,CP
HDO,2021,7,8,1,STSC,3,141,,CP,RO
HDO,2021,7,8,2,CHIN,1,141,,CP,RO
SSP,2021,7,9,2,SASO,3,141,,CP,RO
KIS2,2021,7,12,1,COSO,3,141,,RO,KB
FAN1,2021,7,14,2,CRGU,3,141,,RO,CP
ssp,2014,6,11,1,coro,3,140,,midoli,midoli
pba,2014,6,12,1,bapi,3,140,,midoli,midoli
pba,2014,6,12,1,bapi,3,140,,midoli,midoli
pba,2014,6,12,1,crgu,3,140,,midoli,midoli
pba,2014,6,12,2,crgu,3,140,,midoli,midoli
pba,2014,6,12,2,crgu,3,140,,midoli,midoli
hab1,2014,6,12,1,bapi,3,140,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,140,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,140,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,140,,carolyn,midoli
kis2,2014,6,13,1,kepe,3,140,,carolyn,midoli
kis2,2014,6,13,1,kepe,3,140,,carolyn,midoli
ppo,2014,6,14,1,bapi,3,140,,carolyn,midoli
ppo,2014,6,14,1,bapi,3,140,,carolyn,midoli
ppo,2014,6,14,1,bapi,3,140,,carolyn,midoli
ppo,2014,6,14,1,crgu,3,140,,carolyn,midoli
hab3,2014,6,14,1,bapi,3,140,,carolyn,midoli
hab3,2014,6,14,2,crgu,3,140,,carolyn,midoli
hab3,2014,6,14,2,crgu,3,140,,carolyn,midoli
koe1,2014,6,15,2,dova,3,140,,carolyn,midoli
koe2,2014,6,15,1,unsa,3,140,,carolyn,midoli
hdo,2014,7,3,1,bapi,3,140,,midoli,midoli
hdo,2014,7,3,1,bapi,3,140,,midoli,midoli
wfb,2014,7,9,1,pasa,3,140,,midoli,midoli
pba,2014,7,10,1,shpe,2,140,,ben,midoli
pba,2014,7,10,1,crgu,3,140,,ben,midoli
pba,2014,7,10,1,crgu,3,140,,ben,midoli
pba,2014,7,10,2,crgu,3,140,,ben,midoli
ppo,2014,7,10,2,crgu,3,140,,ben,midoli
fei2,2014,7,11,2,crgu,3,140,,ben,midoli
kis4,2014,7,12,1,crgu,3,140,,midoli,ben
sni1,2014,7,14,1,tube,3,140,,midoli,ben
sni1,2014,7,14,1,bapi,3,140,,midoli,ben
sni1,2014,7,14,1,bapi,3,140,,midoli,ben
koe1,2014,7,24,1,stsc,3,140,,midoli,ben
kis5,2014,7,28,1,bapi,3,140,,midoli/carolyn,ben
kis5,2014,7,28,1,kepe,3,140,,midoli/carolyn,ben
ris1,2014,7,29,1,sand,2,140,,,ben
ris1,2014,7,29,1,sand,2,140,,,ben
ris1,2014,7,29,1,sand,2,140,,,ben
ris1,2014,7,29,1,susm,3,140,,,ben
hdo,2014,7,31,2,crgu,3,140,,midoli,midoli
hdo,2014,7,31,2,crgu,3,140,,midoli,midoli
hdo,2014,7,31,2,crgu,3,140,,midoli,midoli
pba,2014,8,13,1,crgu,3,140,,midoli,carolyn
pba,2014,8,13,2,snpr,3,140,,midoli,carolyn
wfb,2014,8,14,1,stsc,3,140,,ben,carolyn
wfb,2014,8,14,1,enso,3,140,,ben,carolyn
fei3,2014,8,15,2,stsc,3,140,,carolyn,m
hdo,2014,8,21,1,shpe,2,140,,midoli,b
hdo,2014,8,21,1,crgu,3,140,,midoli,b
hdo,2014,8,21,2,crgu,3,140,,midoli,b
sni4,2014,8,22,2,kepe,2,140,,midoli,carolyn
fei5,2014,8,23,1,stsc,3,140,,carolyn,midoli
fei5,2014,8,23,1,stsc,3,140,,carolyn,midoli
fei5,2014,8,23,1,stsc,3,140,,carolyn,midoli
fei5,2014,8,23,2,crgu,3,140,,carolyn,midoli
ris3,2014,8,25,2,crgu,3,140,,carolyn,ben
hdo,2014,9,7,1,stsc,3,140,,carolyn,midoli
hdo,2014,9,7,1,stsc,3,140,,carolyn,midoli
hdo,2014,9,7,2,crgu,3,140,,carolyn,midoli
hdo,2014,9,7,2,crgu,3,140,,carolyn,midoli
koe1,2014,9,7,1,enso,3,140,,carolyn,midoli
pba,2014,9,8,1,snpr,3,140,,carolyn,midoli
pba,2014,9,8,2,crgu,3,140,,carolyn,midoli
ssp,2014,9,9,1,shpe,2,140,,midoli,carolyn
ppo,2014,9,10,1,crgu,2,140,,midoli,carolyn
ppo,2014,9,10,1,crgu,2,140,,midoli,carolyn
rie2,2014,9,12,1,stsc,3,140,,midoli,carolyn
rie2,2014,9,12,2,stfl,2,140,,midoli,carolyn
rie2,2014,9,12,2,stfl,2,140,,midoli,carolyn
pba,2015,5,20,1,shpe,2,140,,midoli/zach,zach
pba,2015,5,20,1,shpe,2,140,,midoli/zach,zach
pba,2015,5,20,1,shpe,2,140,,midoli/zach,zach
pba,2015,5,20,2,crgu,3,140,,midoli/zach,zach
pba,2015,5,20,2,tube,2,140,,midoli/zach,zach
sni5,2015,5,22,1,tube,2,140,,midoli,zach
sni5,2015,5,22,2,bapi,2,140,,midoli,zach
sni5,2015,5,22,2,tube,3,140,,midoli,zach
kis7,2015,5,23,2,snpr,3,140,,,zach
kis8,2015,5,23,1,crgu,3,140,,,zach
kis8,2015,5,23,1,crgu,3,140,,,zach
koe1,2015,6,1,2,pasa,3,140,,midoli,ben
hab5,2015,6,14,1,reil,3,140,,zach,midoli
cas2,2015,6,15,1,bapi,2,140,,zach,ben
cas2,2015,6,15,1,shpe,2,140,,zach,ben
kis1,2015,6,17,2,coso,2,140,,,ben
kis1,2015,6,17,2,shpe,2,140,,,ben
ssp,2015,7,1,2,saso,3,140,,,ben
pba,2015,7,2,1,shpe,2,140,,,ben
pba,2015,7,2,2,pasa,3,140,,,ben
